,id,dt_ocorrencia,uf,regiao,classificacao_da_ocorrencia
11144,3897,2013-03-01,PR,Sul,Incidente
11145,3900,2013-03-04,MG,Sudeste,Incidente Grave
11146,3899,2013-03-03,PR,Sul,Incidente
11147,3898,2013-03-01,MT,Centro-Oeste,Acidente
11148,3897,2013-03-01,PR,Sul,Incidente
11149,3896,2013-03-01,GO,Centro-Oeste,Ocorrência Anormal
11150,3895,2013-02-27,MG,Sudeste,Acidente
11151,3894,2013-02-25,PR,Sul,Incidente
11152,3893,2013-02-22,MG,Sudeste,Incidente
11153,3892,2013-02-17,MG,Sudeste,Incidente
11154,3890,2013-08-08,SP,Sudeste,Acidente
11155,3889,2013-07-24,SP,Sudeste,Incidente
11156,3888,2013-07-23,BA,Nordeste,Incidente
11157,3694,2012-12-18,SP,Sudeste,Ocorrência Anormal
11158,3693,2012-12-17,MG,Sudeste,Ocorrência Anormal
11159,4114,2010-07-05,DF,Centro-Oeste,Incidente
11160,3692,2012-12-17,MA,Nordeste,Ocorrência Anormal
11161,3691,2012-11-27,PR,Sul,Incidente
11162,3690,2012-11-26,PR,Sul,Incidente
11163,3689,2012-11-25,PR,Sul,Incidente
11164,3688,2012-11-19,RS,Sul,Incidente
11165,3685,2012-12-06,SP,Sudeste,Ocorrência Anormal
11166,3684,2012-12-02,AM,Norte,Incidente
11167,3687,2012-10-13,MG,Sudeste,Incidente Grave
11168,3686,2012-10-20,MS,Centro-Oeste,Acidente
11169,3683,2012-12-01,SP,Sudeste,Incidente
11170,4353,2013-07-17,MG,Sudeste,Incidente
11171,4352,2013-07-17,RS,Sul,Incidente
11172,3682,2012-12-01,TO,Norte,Incidente
11173,3681,2012-12-01,SP,Sudeste,Acidente
11174,3680,2012-11-30,SP,Sudeste,Ocorrência Anormal
11175,3679,2012-11-29,ES,Sudeste,Acidente
11176,3678,2012-11-29,MG,Sudeste,Incidente
11177,4351,2013-07-16,RJ,Sudeste,Incidente
11178,4350,2013-07-16,PR,Sul,Ocorrência Anormal
11179,4349,2013-06-18,RN,Nordeste,Incidente
11180,4348,2013-08-17,SP,Sudeste,Acidente
11181,4342,2013-08-02,ES,Sudeste,Incidente Grave
11182,4341,2013-08-03,SP,Sudeste,Acidente
11183,4347,2013-08-17,SP,Sudeste,Incidente
11184,4346,2013-08-15,GO,Centro-Oeste,Acidente
11185,4346,2013-08-15,GO,Centro-Oeste,Acidente
11186,4344,2013-08-06,SP,Sudeste,Acidente
11187,4343,2013-08-02,ES,Sudeste,Ocorrência Anormal
11188,4345,2013-08-07,RJ,Sudeste,Incidente Grave
11189,4116,2013-04-15,RR,Norte,Incidente
11190,4115,2010-07-12,BA,Nordeste,Incidente
11191,4113,2013-10-23,MS,Centro-Oeste,Incidente
11192,4112,2013-10-20,CE,Nordeste,Ocorrência de Solo
11193,4111,2013-10-20,MS,Centro-Oeste,Acidente
11194,4111,2013-10-20,MS,Centro-Oeste,Acidente
11195,4110,2013-07-31,RJ,Sudeste,Incidente
11196,4109,2013-07-31,PA,Norte,Incidente
11197,4117,2013-04-19,PR,Sul,Ocorrência Anormal
11198,4104,2013-09-18,SC,Sul,Ocorrência Anormal
11199,4108,2013-07-30,MA,Nordeste,Ocorrência Anormal
11200,4107,2013-07-30,SP,Sudeste,Incidente
11201,4106,2013-09-05,PR,Sul,Ocorrência Anormal
11202,4105,2013-09-19,BA,Nordeste,Incidente
11203,7783,2018-04-03,PA,Norte,Acidente
11204,7781,2018-03-30,RJ,Sudeste,Incidente Grave
11205,7781,2018-03-30,RJ,Sudeste,Incidente Grave
11206,7780,2018-03-30,RJ,Sudeste,Incidente
11207,7779,2017-11-15,MT,Centro-Oeste,Incidente Grave
11208,7778,2018-04-01,MA,Nordeste,Acidente
11209,7777,2018-04-02,PA,Norte,Incidente Grave
11210,7776,2018-03-18,MG,Sudeste,Acidente
11211,7775,2018-03-18,MT,Centro-Oeste,Incidente Grave
11212,7773,2018-03-24,CE,Nordeste,Incidente
11213,7772,2018-03-25,SP,Sudeste,Acidente
11214,7774,2018-03-23,BA,Nordeste,Incidente
11215,7771,2018-03-28,SP,Sudeste,Incidente
11216,7770,2018-03-28,PA,Norte,Acidente
11217,7769,2018-03-26,PR,Sul,Incidente
11218,7542,2017-09-24,SP,Sudeste,Incidente
11219,7541,2017-09-27,SP,Sudeste,Incidente
11220,7540,2017-09-18,PR,Sul,Incidente
11221,7539,2017-09-26,PR,Sul,Acidente
11222,7538,2017-09-22,RJ,Sudeste,Ocorrência de Solo
11223,7537,2017-09-24,ES,Sudeste,Incidente
11224,7536,2017-09-21,MG,Sudeste,Incidente
11225,7535,2017-09-19,MG,Sudeste,Incidente
11226,7534,2017-09-20,PR,Sul,Incidente
11227,7533,2017-09-22,SP,Sudeste,Incidente
11228,7533,2017-09-22,SP,Sudeste,Incidente
11229,7532,2017-09-21,SP,Sudeste,Incidente
11230,7531,2017-09-23,AC,Norte,Acidente
11231,7530,2017-09-21,BA,Nordeste,Incidente Grave
11232,7529,2017-09-15,PR,Sul,Incidente
11233,7247,2017-04-23,MT,Centro-Oeste,Acidente
11234,7528,2017-09-20,RS,Sul,Acidente
11235,7527,2017-09-15,GO,Centro-Oeste,Incidente Grave
11236,7252,2010-09-15,RS,Sul,Incidente Grave
11237,7250,2016-10-16,SP,Sudeste,Acidente
11238,7249,2017-05-21,RR,Norte,Acidente
11239,7248,2017-05-01,RJ,Sudeste,Incidente
11240,7246,2017-04-23,SC,Sul,Acidente
11241,7245,2017-04-13,MS,Centro-Oeste,Acidente
11242,7244,2017-05-23,RO,Norte,Incidente Grave
11243,7243,2017-05-20,SP,Sudeste,Incidente
11244,7242,2017-05-10,PA,Norte,Acidente
11245,7241,2017-05-14,SP,Sudeste,Ocorrência de Solo
11246,7240,2017-02-22,SP,Sudeste,Incidente
11247,7240,2017-02-22,SP,Sudeste,Incidente
11248,7239,2017-02-28,AL,Nordeste,Incidente
11249,7237,2017-02-22,RS,Sul,Acidente
11250,8014,2010-01-27,SC,Sul,Incidente
11251,7238,2017-02-23,SP,Sudeste,Incidente
11252,8013,2010-02-22,MG,Sudeste,Incidente
11253,8012,2010-03-20,RJ,Sudeste,Incidente
11254,8011,2010-03-30,SP,Sudeste,Incidente
11255,8009,2010-04-12,RS,Sul,Incidente
11256,8008,2010-04-12,SP,Sudeste,Incidente
11257,8010,2010-04-06,RJ,Sudeste,Incidente
11258,8007,2010-04-15,RJ,Sudeste,Incidente
11259,8006,2010-04-16,MT,Centro-Oeste,Incidente
11260,8005,2010-05-05,AM,Norte,Incidente
11261,8004,2010-06-10,RJ,Sudeste,Incidente
11262,8003,2010-06-16,RJ,Sudeste,Incidente
11263,8002,2010-06-19,RJ,Sudeste,Incidente
11264,8001,2010-06-30,SP,Sudeste,Incidente
11265,8000,2010-08-21,RJ,Sudeste,Incidente
11266,7999,2010-09-11,RJ,Sudeste,Incidente
11267,7998,2010-09-19,SP,Sudeste,Incidente
11268,7997,2010-09-20,ES,Sudeste,Incidente
11269,5185,2007-07-26,Indeterminado,,Acidente
11270,5172,2007-06-16,BA,Nordeste,Acidente
11271,5171,2007-06-15,SP,Sudeste,Acidente
11272,7996,2010-09-21,MG,Sudeste,Incidente
11273,7995,2010-09-23,MT,Centro-Oeste,Incidente
11274,7994,2010-12-30,RJ,Sudeste,Incidente
11275,7768,2018-03-27,RO,Norte,Incidente
11276,7767,2018-03-22,SP,Sudeste,Acidente
11277,7766,2018-03-24,SP,Sudeste,Incidente
11278,7765,2018-03-23,RJ,Sudeste,Acidente
11279,5389,2003-07-26,Indeterminado,,Acidente
11280,5388,2002-11-10,Indeterminado,,Acidente
11281,7764,2018-03-23,RS,Sul,Acidente
11282,7764,2018-03-23,RS,Sul,Acidente
11283,7763,2018-03-21,PA,Norte,Incidente Grave
11284,7761,2018-01-31,RS,Sul,Incidente
11285,7760,2018-03-16,PA,Norte,Acidente
11286,5063,2006-01-02,Indeterminado,,Acidente
11287,29103,2021-07-23,RS,Sul,Incidente
11288,29103,2021-07-23,RS,Sul,Incidente
11289,29643,2021-09-19,BA,Nordeste,Incidente Grave
11290,29883,2021-10-13,SP,Sudeste,Ocorrência Anormal
11291,29884,2021-10-11,SP,Sudeste,Incidente
11292,29885,2021-10-08,PI,Nordeste,Incidente
11293,30003,2021-10-22,CE,Nordeste,Incidente Grave
11294,27323,2021-02-28,SP,Sudeste,Incidente Grave
11295,36446,2023-02-25,MS,Centro-Oeste,Acidente
11296,39870,2023-11-04,SP,Sudeste,Incidente
11297,40286,2023-10-04,SP,Sudeste,Incidente
11298,41387,2023-12-02,PE,Nordeste,Incidente
11299,41389,2023-11-20,SP,Sudeste,Incidente
11300,28603,2021-06-26,PE,Nordeste,Incidente
11301,30243,2021-11-16,DF,Centro-Oeste,Incidente Grave
11302,28604,2021-06-28,AM,Norte,Incidente
11303,30243,2021-11-16,DF,Centro-Oeste,Incidente Grave
11304,30864,2022-01-04,SC,Sul,Incidente
11305,30867,2021-12-30,GO,Centro-Oeste,Acidente
11306,30867,2021-12-30,GO,Centro-Oeste,Acidente
11307,31486,2022-03-08,SP,Sudeste,Ocorrência de Solo
11308,32067,2022-05-07,SP,Sudeste,Incidente
11309,32069,2022-05-11,PE,Nordeste,Incidente
11310,32747,2022-07-08,GO,Centro-Oeste,Incidente Grave
11311,33086,2022-07-24,AM,Norte,Incidente
11312,33386,2022-08-05,SP,Sudeste,Acidente
11313,34506,2022-10-17,SP,Sudeste,Incidente Grave
11314,36247,2023-01-29,MT,Centro-Oeste,Acidente
11315,36686,2023-03-01,RJ,Sudeste,Incidente
11316,36686,2023-03-01,RJ,Sudeste,Incidente
11317,36686,2023-03-01,RJ,Sudeste,Incidente
11318,36686,2023-03-01,RJ,Sudeste,Incidente
11319,36746,2023-03-23,RS,Sul,Acidente
11320,38381,2023-07-09,MG,Sudeste,Acidente
11321,36169,2023-01-20,PR,Sul,Incidente
11322,36409,2023-02-16,PA,Norte,Incidente Grave
11323,36409,2023-02-16,PA,Norte,Incidente Grave
11324,36409,2023-02-16,PA,Norte,Incidente Grave
11325,36409,2023-02-16,PA,Norte,Incidente Grave
11326,36448,2023-02-25,SP,Sudeste,Incidente
11327,30004,2021-10-23,GO,Centro-Oeste,Incidente
11328,30004,2021-10-23,GO,Centro-Oeste,Incidente
11329,29665,2021-09-16,DF,Centro-Oeste,Incidente
11330,29703,2021-09-18,SC,Sul,Ocorrência Anormal
11331,30005,2021-10-22,MT,Centro-Oeste,Incidente Grave
11332,31607,2022-03-27,GO,Centro-Oeste,Incidente Grave
11333,30005,2021-10-22,MT,Centro-Oeste,Incidente Grave
11334,31465,2022-03-01,SP,Sudeste,Acidente
11335,31465,2022-03-01,SP,Sudeste,Acidente
11336,31607,2022-03-27,GO,Centro-Oeste,Incidente Grave
11337,31607,2022-03-27,GO,Centro-Oeste,Incidente Grave
11338,31607,2022-03-27,GO,Centro-Oeste,Incidente Grave
11339,31928,2022-04-30,SP,Sudeste,Incidente
11340,31928,2022-04-30,SP,Sudeste,Incidente
11341,31994,2022-03-24,MG,Sudeste,Incidente Grave
11342,32529,2018-04-30,RO,Norte,Acidente
11343,32126,2022-05-14,SP,Sudeste,Incidente
11344,32127,2022-05-12,SP,Sudeste,Incidente
11345,32369,2022-06-09,MA,Nordeste,Acidente
11346,32528,2022-06-24,GO,Centro-Oeste,Incidente
11347,32706,2022-07-08,SP,Sudeste,Ocorrência de Solo
11348,35606,2022-12-19,BA,Nordeste,Incidente Grave
11349,36766,2023-03-24,MG,Sudeste,Acidente
11350,39807,2023-10-17,PE,Nordeste,Incidente
11351,41453,2023-11-25,SP,Sudeste,Incidente
11352,30083,2021-10-29,BA,Nordeste,Acidente
11353,28523,2021-06-23,MT,Centro-Oeste,Incidente
11354,28524,2021-06-23,DF,Centro-Oeste,Incidente
11355,28823,2018-07-08,GO,Centro-Oeste,Incidente Grave
11356,28823,2018-07-08,GO,Centro-Oeste,Incidente Grave
11357,29723,2021-09-25,MG,Sudeste,Incidente
11358,30083,2021-10-29,BA,Nordeste,Acidente
11359,30906,2022-01-17,SP,Sudeste,Incidente Grave
11360,30909,2022-01-15,SP,Sudeste,Incidente
11361,40646,2023-11-27,BA,Nordeste,Incidente
11362,41567,2023-11-26,SP,Sudeste,Incidente
11363,40229,2023-11-10,RS,Sul,Acidente
11364,40309,2023-10-12,SP,Sudeste,Incidente
11365,28803,2021-07-14,MG,Sudeste,Incidente
11366,30907,2022-01-09,MA,Nordeste,Acidente
11367,31769,2022-04-05,RJ,Sudeste,Incidente Grave
11368,32867,2022-06-16,MG,Sudeste,Acidente
11369,33246,2022-07-29,AM,Norte,Incidente
11370,33487,2022-08-06,SP,Sudeste,Incidente
11371,33686,2022-03-26,RJ,Sudeste,Incidente
11372,33687,2022-03-22,MG,Sudeste,Incidente
11373,35726,2022-12-08,RS,Sul,Incidente
11374,35768,2022-12-22,RS,Sul,Incidente Grave
11375,35066,2022-11-12,MG,Sudeste,Incidente
11376,36086,2023-01-20,GO,Centro-Oeste,Incidente
11377,36687,2023-03-04,PR,Sul,Incidente
11378,37106,2023-04-17,MS,Centro-Oeste,Incidente Grave
11379,39214,2023-08-26,PR,Sul,Incidente
11380,36926,2019-07-10,SC,Sul,Ocorrência Anormal
11381,40288,2023-08-21,DF,Centro-Oeste,Incidente
11382,41092,2023-11-10,SP,Sudeste,Incidente
11383,41247,2023-12-12,CE,Nordeste,Ocorrência Anormal
11384,41457,2023-12-28,RJ,Sudeste,Incidente
11385,27344,2021-03-04,PA,Norte,Incidente
11386,27343,2021-03-08,MG,Sudeste,Incidente
11387,28983,2021-07-24,GO,Centro-Oeste,Incidente
11388,28984,2021-05-30,SP,Sudeste,Incidente
11389,29184,2021-08-11,SP,Sudeste,Incidente Grave
11390,29443,2021-08-31,RJ,Sudeste,Incidente
11391,29583,2021-09-14,SP,Sudeste,Acidente
11392,30204,2021-10-29,MG,Sudeste,Incidente
11393,30423,2021-11-17,PI,Nordeste,Incidente
11394,30425,2021-11-18,PR,Sul,Incidente
11395,30863,2021-12-31,SP,Sudeste,Acidente
11396,30863,2021-12-31,SP,Sudeste,Acidente
11397,31205,2017-05-19,PE,Nordeste,Ocorrência Anormal
11398,31848,2022-04-22,MG,Sudeste,Incidente
11399,32986,2022-07-19,RJ,Sudeste,Incidente
11400,39872,2023-11-05,PA,Norte,Incidente
11401,31030,2022-01-31,DF,Centro-Oeste,Acidente
11402,31030,2022-01-31,DF,Centro-Oeste,Acidente
11403,31030,2022-01-31,DF,Centro-Oeste,Acidente
11404,31245,2022-02-05,MS,Centro-Oeste,Acidente
11405,31849,2022-04-22,RJ,Sudeste,Incidente Grave
11406,31849,2022-04-22,RJ,Sudeste,Incidente Grave
11407,31852,2022-04-18,PR,Sul,Incidente Grave
11408,31852,2022-04-18,PR,Sul,Incidente Grave
11409,31853,2022-04-21,RR,Norte,Incidente Grave
11410,31853,2022-04-21,RR,Norte,Incidente Grave
11411,32311,2022-06-07,SP,Sudeste,Incidente
11412,32311,2022-06-07,SP,Sudeste,Incidente
11413,32312,2022-06-03,AM,Norte,Incidente
11414,32312,2022-06-03,AM,Norte,Incidente
11415,32313,2022-06-06,PB,Nordeste,Incidente
11416,34726,2022-10-19,PR,Sul,Incidente
11417,35049,2022-11-18,MT,Centro-Oeste,Acidente
11418,35049,2022-11-18,MT,Centro-Oeste,Acidente
11419,35050,2022-11-14,PE,Nordeste,Incidente
11420,36927,2019-07-21,RS,Sul,Ocorrência Anormal
11421,36929,2019-09-23,SP,Sudeste,Ocorrência Anormal
11422,36411,2023-02-14,SP,Sudeste,Incidente
11423,37247,2023-05-04,RJ,Sudeste,Incidente
11424,34270,2022-08-31,SP,Sudeste,Acidente
11425,34271,2022-09-24,SC,Sul,Acidente
11426,34272,2022-08-15,SP,Sudeste,Incidente
11427,34274,2022-07-28,PA,Norte,Incidente
11428,34276,2022-10-05,AM,Norte,Incidente
11429,34969,2022-11-15,PA,Norte,Acidente
11430,35048,2022-11-19,MT,Centro-Oeste,Acidente
11431,35047,2022-10-16,PE,Nordeste,Incidente
11432,35048,2022-11-19,MT,Centro-Oeste,Acidente
11433,35266,2022-12-02,RJ,Sudeste,Incidente
11434,35906,2023-01-05,CE,Nordeste,Acidente
11435,35986,2023-01-15,SP,Sudeste,Acidente
11436,35767,2022-12-21,GO,Centro-Oeste,Incidente
11437,35786,2022-11-24,SP,Sudeste,Incidente
11438,35986,2023-01-15,SP,Sudeste,Acidente
11439,36186,2023-01-23,SP,Sudeste,Incidente
11440,28683,2021-07-07,SP,Sudeste,Incidente
11441,29063,2021-08-05,RJ,Sudeste,Incidente
11442,29064,2021-08-04,PR,Sul,Incidente
11443,36666,2023-03-11,MG,Sudeste,Incidente
11444,39653,2023-10-09,DF,Centro-Oeste,Incidente
11445,29065,2021-08-04,AM,Norte,Ocorrência de Solo
11446,32368,2022-06-06,RJ,Sudeste,Incidente
11447,34686,2022-09-29,PA,Norte,Ocorrência Anormal
11448,35988,2023-01-11,SP,Sudeste,Incidente
11449,35989,2023-01-17,SP,Sudeste,Acidente
11450,35448,2022-12-03,MG,Sudeste,Incidente
11451,39655,2023-10-06,SP,Sudeste,Incidente
11452,39656,2023-10-10,CE,Nordeste,Incidente
11453,39713,2023-10-15,RS,Sul,Incidente
11454,29484,2021-08-31,SP,Sudeste,Ocorrência Anormal
11455,36289,2023-02-03,PA,Norte,Acidente
11456,29464,2021-08-30,PA,Norte,Incidente
11457,29465,2021-08-30,SP,Sudeste,Incidente
11458,29466,2021-08-25,AM,Norte,Incidente
11459,29483,2021-08-31,SP,Sudeste,Incidente Grave
11460,29484,2021-08-31,SP,Sudeste,Ocorrência Anormal
11461,29485,2021-09-01,RS,Sul,Incidente
11462,29486,2021-09-05,RR,Norte,Acidente
11463,29486,2021-09-05,RR,Norte,Acidente
11464,29488,2021-09-03,PR,Sul,Incidente
11465,29489,2021-09-06,SP,Sudeste,Acidente
11466,29487,2021-09-02,PA,Norte,Incidente Grave
11467,29490,2021-09-08,SP,Sudeste,Incidente
11468,29603,2021-09-07,MT,Centro-Oeste,Acidente
11469,29604,2021-09-15,MG,Sudeste,Incidente
11470,29605,2021-09-15,MG,Sudeste,Incidente
11471,34390,2022-09-17,SC,Sul,Incidente
11472,34888,2022-10-27,MG,Sudeste,Incidente
11473,39871,2023-11-03,AM,Norte,Acidente
11474,39871,2023-11-03,AM,Norte,Acidente
11475,40148,2023-09-01,SP,Sudeste,Incidente
11476,36289,2023-02-03,PA,Norte,Acidente
11477,37294,2023-05-11,RJ,Sudeste,Incidente
11478,37609,2023-05-31,DF,Centro-Oeste,Incidente
11479,37927,2023-06-25,RS,Sul,Incidente
11480,38428,2023-05-23,PA,Norte,Incidente
11481,38430,2023-08-16,MG,Sudeste,Acidente
11482,38826,2023-09-14,PR,Sul,Incidente
11483,38828,2023-09-16,MT,Centro-Oeste,Ocorrência Anormal
11484,38926,2023-04-15,RJ,Sudeste,Incidente
11485,38987,2023-04-12,CE,Nordeste,Incidente
11486,39652,2023-10-17,SP,Sudeste,Incidente
11487,39654,2023-10-10,PA,Norte,Incidente
11488,39873,2023-09-05,PR,Sul,Incidente
11489,39877,2023-10-26,AM,Norte,Incidente
11490,40103,2023-11-01,BA,Nordeste,Incidente
11491,40727,2023-11-22,RS,Sul,Incidente
11492,40767,2023-10-31,,,Incidente
11493,40826,2023-11-30,MT,Centro-Oeste,Acidente
11494,40826,2023-11-30,MT,Centro-Oeste,Acidente
11495,40827,2023-11-29,GO,Centro-Oeste,Incidente
11496,40930,2023-07-15,ES,Sudeste,Incidente
11497,40931,2023-08-06,AM,Norte,Incidente
11498,27964,2021-04-24,MT,Centro-Oeste,Incidente
11499,27965,2014-04-27,MS,Centro-Oeste,Incidente
11500,27863,2021-03-31,PA,Norte,Incidente
11501,27864,2021-04-07,RS,Sul,Incidente
11502,27865,2021-04-04,AM,Norte,Incidente
11503,27966,2021-04-23,GO,Centro-Oeste,Acidente
11504,27866,2021-04-09,DF,Centro-Oeste,Incidente
11505,27867,2021-04-12,RJ,Sudeste,Incidente
11506,27967,2021-04-20,DF,Centro-Oeste,Incidente
11507,27968,2021-04-16,MT,Centro-Oeste,Incidente
11508,27963,2021-04-25,MS,Centro-Oeste,Incidente
11509,29606,2021-09-15,MG,Sudeste,Incidente
11510,29623,2021-09-18,AM,Norte,Incidente
11511,29624,2021-09-16,AM,Norte,Acidente
11512,29663,2021-09-18,SP,Sudeste,Acidente
11513,29664,2021-09-19,SP,Sudeste,Incidente
11514,29783,2021-09-29,PA,Norte,Incidente Grave
11515,29783,2021-09-29,PA,Norte,Incidente Grave
11516,29784,2021-09-28,GO,Centro-Oeste,Acidente
11517,29983,2021-10-20,MG,Sudeste,Incidente Grave
11518,30007,2021-10-24,RO,Norte,Acidente
11519,30009,2021-10-22,MG,Sudeste,Incidente
11520,30123,2021-11-05,RO,Norte,Incidente
11521,30903,2022-01-08,MS,Centro-Oeste,Acidente
11522,31111,2022-01-23,RJ,Sudeste,Incidente
11523,31112,2022-01-21,BA,Nordeste,Incidente Grave
11524,31576,2021-12-21,SP,Sudeste,Incidente
11525,31576,2021-12-21,SP,Sudeste,Incidente
11526,31578,2022-01-14,SC,Sul,Incidente
11527,31578,2022-01-14,SC,Sul,Incidente
11528,31580,2022-03-16,MT,Centro-Oeste,Acidente
11529,31580,2022-03-16,MT,Centro-Oeste,Acidente
11530,31580,2022-03-16,MT,Centro-Oeste,Acidente
11531,31581,2022-03-19,MG,Sudeste,Acidente
11532,31581,2022-03-19,MG,Sudeste,Acidente
11533,34968,2022-11-08,PE,Nordeste,Incidente
11534,32947,2022-07-18,SP,Sudeste,Incidente
11535,32947,2022-07-18,SP,Sudeste,Incidente
11536,32947,2022-07-18,SP,Sudeste,Incidente
11537,37140,2023-04-30,SP,Sudeste,Incidente
11538,32947,2022-07-18,SP,Sudeste,Incidente
11539,33106,2022-07-25,SC,Sul,Incidente
11540,33926,2022-08-03,GO,Centro-Oeste,Incidente Grave
11541,34547,2022-10-16,MS,Centro-Oeste,Acidente
11542,33926,2022-08-03,GO,Centro-Oeste,Incidente Grave
11543,33926,2022-08-03,GO,Centro-Oeste,Incidente Grave
11544,33926,2022-08-03,GO,Centro-Oeste,Incidente Grave
11545,37110,2018-05-27,Exterior,,Incidente
11546,34807,2022-10-31,MT,Centro-Oeste,Incidente
11547,37115,2023-04-15,PR,Sul,Ocorrência Anormal
11548,37116,2018-07-12,Exterior,,Incidente
11549,37118,2018-07-18,Exterior,,Incidente
11550,37136,2023-04-27,MA,Nordeste,Acidente
11551,37140,2023-04-30,SP,Sudeste,Incidente
11552,39188,2023-08-21,DF,Centro-Oeste,Incidente
11553,39192,2023-09-11,SP,Sudeste,Incidente
11554,39967,2023-09-10,RS,Sul,Incidente
11555,40932,2023-06-01,SC,Sul,Incidente
11556,40988,2023-08-18,DF,Centro-Oeste,Incidente
11557,40989,2023-08-21,SP,Sudeste,Incidente
11558,41089,2023-11-01,RJ,Sudeste,Incidente
11559,41090,2023-11-09,GO,Centro-Oeste,Incidente
11560,41126,2023-11-24,SP,Sudeste,Incidente
11561,41127,2023-12-11,PR,Sul,Incidente
11562,41128,2023-12-03,DF,Centro-Oeste,Incidente
11563,41129,2023-11-19,RS,Sul,Incidente
11564,41175,2023-11-13,RS,Sul,Incidente
11565,41289,2023-11-08,RS,Sul,Incidente
11566,41295,2023-12-17,RS,Sul,Incidente
11567,41300,2023-10-26,RS,Sul,Incidente
11568,41301,2023-11-09,SC,Sul,Incidente
11569,41347,2023-11-15,SP,Sudeste,Incidente
11570,41348,2023-10-25,AM,Norte,Incidente
11571,41386,2023-11-27,PR,Sul,Incidente
11572,41388,2023-12-12,PR,Sul,Incidente
11573,41390,2023-11-24,SP,Sudeste,Incidente
11574,41566,2023-11-28,SP,Sudeste,Incidente
11575,41568,2023-11-23,SP,Sudeste,Incidente
11576,41651,2023-12-23,SP,Sudeste,Incidente
11577,27971,2021-04-28,SP,Sudeste,Incidente Grave
11578,27969,2021-03-17,PA,Norte,Incidente
11579,27970,2021-04-29,RJ,Sudeste,Incidente
11580,28343,2021-05-29,AM,Norte,Incidente
11581,28344,2021-05-31,MG,Sudeste,Acidente
11582,28344,2021-05-31,MG,Sudeste,Acidente
11583,31108,2021-12-26,MT,Centro-Oeste,Incidente
11584,33827,2022-08-28,MS,Centro-Oeste,Acidente
11585,34207,2022-09-22,PI,Nordeste,Incidente
11586,34208,2022-09-25,SP,Sudeste,Incidente
11587,34947,2022-11-11,CE,Nordeste,Acidente
11588,35051,2022-11-17,SC,Sul,Incidente Grave
11589,35228,2022-11-29,MT,Centro-Oeste,Acidente
11590,35406,2022-12-07,SP,Sudeste,Acidente
11591,35406,2022-12-07,SP,Sudeste,Acidente
11592,35607,2022-12-22,MT,Centro-Oeste,Acidente
11593,35607,2022-12-22,MT,Centro-Oeste,Acidente
11594,31212,2021-09-24,RO,Norte,Incidente
11595,31212,2021-09-24,RO,Norte,Incidente
11596,31587,2022-03-24,SP,Sudeste,Incidente
11597,31567,2022-03-09,RJ,Sudeste,Incidente Grave
11598,31575,2022-03-10,PE,Nordeste,Incidente
11599,31747,2022-04-08,AM,Norte,Incidente
11600,32066,2022-05-12,PA,Norte,Ocorrência Anormal
11601,32326,2022-06-08,PE,Nordeste,Incidente
11602,32166,2022-05-16,SP,Sudeste,Incidente
11603,32167,2022-05-17,PA,Norte,Incidente
11604,32168,2022-04-27,RJ,Sudeste,Incidente
11605,32168,2022-04-27,RJ,Sudeste,Incidente
11606,32309,2021-11-28,MT,Centro-Oeste,Acidente
11607,32327,2022-06-07,MG,Sudeste,Incidente Grave
11608,32327,2022-06-07,MG,Sudeste,Incidente Grave
11609,32366,2022-06-08,GO,Centro-Oeste,Ocorrência Anormal
11610,32426,2022-06-10,SP,Sudeste,Incidente
11611,32427,2022-06-11,SP,Sudeste,Incidente Grave
11612,32427,2022-06-11,SP,Sudeste,Incidente Grave
11613,30428,2021-11-21,SP,Sudeste,Acidente
11614,30428,2021-11-21,SP,Sudeste,Acidente
11615,31548,2022-03-06,SP,Sudeste,Incidente
11616,39315,2023-09-11,MT,Centro-Oeste,Incidente
11617,40146,2023-10-27,RJ,Sudeste,Incidente
11618,40147,2023-08-05,SP,Sudeste,Incidente
11619,41054,2023-10-22,DF,Centro-Oeste,Incidente
11620,37135,2023-04-30,MT,Centro-Oeste,Incidente Grave
11621,37135,2023-04-30,MT,Centro-Oeste,Incidente Grave
11622,38374,2023-08-10,SP,Sudeste,Incidente
11623,38827,2023-09-16,MT,Centro-Oeste,Ocorrência Anormal
11624,38829,2023-09-12,SP,Sudeste,Incidente
11625,38989,2023-04-14,SP,Sudeste,Incidente
11626,39007,2023-08-02,AM,Norte,Incidente
11627,39008,2023-09-18,SP,Sudeste,Incidente
11628,39191,2023-09-05,SP,Sudeste,Incidente
11629,39217,2023-08-29,MT,Centro-Oeste,Incidente
11630,39313,2023-10-08,SP,Sudeste,Incidente
11631,39369,2023-09-09,SP,Sudeste,Incidente
11632,40874,2023-11-30,RS,Sul,Acidente
11633,40874,2023-11-30,RS,Sul,Acidente
11634,41302,2023-11-25,SP,Sudeste,Incidente
11635,41303,2023-11-21,RJ,Sudeste,Incidente
11636,41512,2023-12-27,SP,Sudeste,Incidente
11637,41515,2023-12-16,SC,Sul,Incidente
11638,27823,2021-03-29,RS,Sul,Incidente
11639,28083,2021-05-07,PR,Sul,Acidente
11640,28083,2021-05-07,PR,Sul,Acidente
11641,31570,2022-03-10,SC,Sul,Incidente
11642,30163,2021-11-04,DF,Centro-Oeste,Incidente
11643,31216,2022-01-29,PA,Norte,Incidente
11644,31566,2022-03-07,AM,Norte,Incidente
11645,31568,2022-03-10,SP,Sudeste,Incidente
